type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-11-19 12:32:46,53.97286224,-7.35522430,9.94,85.004,56.997,0.000,,23,36,,
T,2024-11-19 12:32:47,53.97281479,-7.35523103,9.94,84.814,56.997,1.520,181,23,36,,
T,2024-11-19 12:32:48,53.97276327,-7.35525240,9.94,84.985,56.997,2.250,190,24,36,,
T,2024-11-19 12:32:49,53.97273024,-7.35524721,9.94,84.618,56.997,1.600,185,24,36,,
T,2024-11-19 12:32:50,53.97269983,-7.35526126,9.94,84.921,56.997,2.020,187,24,36,,
T,2024-11-19 12:32:51,53.97268388,-7.35526589,9.94,85.956,56.997,1.570,185,24,36,,
T,2024-11-19 12:32:52,53.97266753,-7.35526429,9.94,84.843,56.997,1.580,182,24,36,,
T,2024-11-19 12:32:53,53.97265293,-7.35526707,9.94,84.696,56.997,1.430,184,24,36,,
T,2024-11-19 12:32:54,53.97263377,-7.35527255,9.94,84.100,56.997,1.650,190,24,36,,
T,2024-11-19 12:32:55,53.97261750,-7.35529009,9.94,85.137,56.997,1.380,189,24,36,,
T,2024-11-19 12:32:56,53.97260430,-7.35530228,9.94,84.849,56.997,1.360,188,24,36,,
T,2024-11-19 12:32:57,53.97259107,-7.35530876,9.94,84.891,56.997,1.360,188,24,36,,
T,2024-11-19 12:32:58,53.97257801,-7.35531604,3.79,85.036,56.997,1.340,191,24,36,,
T,2024-11-19 12:32:59,53.97256587,-7.35532338,3.79,85.417,56.997,1.250,191,24,36,,
T,2024-11-19 12:33:00,53.97255344,-7.35532913,3.79,85.474,56.997,1.250,188,24,36,,
T,2024-11-19 12:33:01,53.97254087,-7.35533773,3.79,85.718,56.997,1.280,190,22,36,,
T,2024-11-19 12:33:02,53.97252762,-7.35534276,3.79,86.061,56.997,1.350,190,22,36,,
T,2024-11-19 12:33:03,53.97251483,-7.35534796,3.79,86.362,56.997,1.290,189,23,36,,
T,2024-11-19 12:33:04,53.97250167,-7.35535308,3.79,86.320,56.997,1.340,191,23,36,,
T,2024-11-19 12:33:05,53.97248983,-7.35535669,3.79,86.143,56.997,1.330,188,23,36,,
T,2024-11-19 12:33:06,53.97247906,-7.35535673,3.79,86.120,56.997,1.290,186,23,36,,
T,2024-11-19 12:33:07,53.97246898,-7.35536152,3.79,86.060,56.997,1.290,192,23,36,,
T,2024-11-19 12:33:08,53.97246261,-7.35536385,3.79,86.259,56.997,0.960,191,23,36,,
T,2024-11-19 12:33:09,53.97245256,-7.35536742,3.79,86.779,56.997,1.300,196,22,36,,
T,2024-11-19 12:33:10,53.97244080,-7.35536750,3.79,86.372,56.997,1.310,182,22,36,,
T,2024-11-19 12:33:11,53.97242931,-7.35537103,3.79,86.064,56.997,1.300,190,22,36,,
T,2024-11-19 12:33:12,53.97241762,-7.35537496,3.79,86.032,56.997,1.340,192,22,36,,
T,2024-11-19 12:33:13,53.97240533,-7.35537957,3.79,85.984,56.997,1.320,190,22,36,,
T,2024-11-19 12:33:14,53.97239302,-7.35538198,3.79,85.557,56.997,1.320,186,22,36,,
T,2024-11-19 12:33:15,53.97237940,-7.35538112,3.79,84.784,56.997,1.330,183,22,36,,
T,2024-11-19 12:33:16,53.97236775,-7.35538355,3.79,84.101,56.997,1.330,187,20,36,,
T,2024-11-19 12:33:17,53.97235541,-7.35538402,3.79,84.659,56.997,1.290,189,21,36,,
T,2024-11-19 12:33:18,53.97234249,-7.35538454,3.79,84.231,56.997,1.340,194,21,36,,
T,2024-11-19 12:33:19,53.97232939,-7.35537597,3.79,84.064,56.997,1.370,179,22,36,,
T,2024-11-19 12:33:20,53.97231752,-7.35537272,3.79,83.288,56.997,1.340,183,23,36,,
T,2024-11-19 12:33:21,53.97230526,-7.35537065,3.79,84.014,56.997,1.320,182,23,36,,
T,2024-11-19 12:33:22,53.97229391,-7.35536854,3.79,83.743,56.997,1.330,179,23,36,,
T,2024-11-19 12:33:23,53.97228159,-7.35536906,3.79,83.776,56.997,1.330,181,23,36,,
T,2024-11-19 12:33:24,53.97226905,-7.35537138,3.79,83.689,56.997,1.350,189,23,36,,
T,2024-11-19 12:33:25,53.97225709,-7.35537171,3.79,83.433,56.997,1.340,180,23,36,,
T,2024-11-19 12:33:26,53.97224489,-7.35537201,3.79,83.807,56.997,1.320,179,24,36,,
T,2024-11-19 12:33:27,53.97223268,-7.35537221,3.79,83.756,56.997,1.330,183,24,36,,
T,2024-11-19 12:33:28,53.97222092,-7.35537443,3.79,83.792,56.997,1.290,183,24,36,,
T,2024-11-19 12:33:29,53.97220904,-7.35537689,3.79,83.136,56.997,1.320,179,24,35,,
T,2024-11-19 12:33:30,53.97219735,-7.35537761,3.79,82.827,56.997,1.310,179,24,36,,
T,2024-11-19 12:33:31,53.97218520,-7.35537862,3.79,82.957,56.997,1.340,182,25,36,,
T,2024-11-19 12:33:32,53.97216777,-7.35538772,4.11,85.999,56.997,1.300,176,26,36,,
T,2024-11-19 12:33:33,53.97215294,-7.35539060,4.38,86.675,56.997,1.300,179,26,36,,
T,2024-11-19 12:33:34,53.97215526,-7.35538740,3.79,86.607,56.997,0.000,,26,36,,
T,2024-11-19 12:33:35,53.97215384,-7.35538509,3.79,86.515,56.997,0.000,,22,36,,
T,2024-11-19 12:33:36,53.97213563,-7.35537809,3.79,86.502,56.997,1.230,180,26,36,,
T,2024-11-19 12:33:37,53.97211410,-7.35537203,3.79,85.994,56.997,1.380,188,27,36,,
T,2024-11-19 12:33:38,53.97210099,-7.35537914,3.79,86.025,56.997,1.440,189,27,36,,
T,2024-11-19 12:33:39,53.97209623,-7.35538890,3.79,86.085,56.997,1.000,211,27,36,,
T,2024-11-19 12:33:40,53.97208359,-7.35540648,3.79,85.142,56.997,1.350,187,27,36,,
T,2024-11-19 12:33:41,53.97206685,-7.35541335,3.79,84.791,56.997,1.450,187,27,36,,
T,2024-11-19 12:33:42,53.97205663,-7.35542306,3.79,84.541,56.997,1.290,206,27,36,,
T,2024-11-19 12:33:43,53.97204570,-7.35543131,3.79,83.924,56.997,1.340,204,27,36,,
T,2024-11-19 12:33:44,53.97203248,-7.35543328,3.79,84.014,56.997,1.440,191,27,36,,
T,2024-11-19 12:33:45,53.97201858,-7.35543363,3.79,83.884,56.997,1.400,186,27,36,,
T,2024-11-19 12:33:46,53.97200456,-7.35543503,3.79,83.849,56.997,1.390,187,27,36,,
T,2024-11-19 12:33:47,53.97197661,-7.35542387,4.56,86.433,56.996,1.310,192,27,36,,
T,2024-11-19 12:33:48,53.97196132,-7.35542697,4.57,86.658,56.996,1.350,191,27,36,,
T,2024-11-19 12:33:49,53.97197400,-7.35542290,4.18,85.612,56.996,0.000,,27,36,,
T,2024-11-19 12:33:50,53.97196778,-7.35541686,4.02,85.042,56.996,0.000,,22,36,,
T,2024-11-19 12:33:51,53.97196506,-7.35541994,3.97,85.316,56.996,0.000,,26,36,,
T,2024-11-19 12:33:52,53.97196300,-7.35542544,3.95,85.372,56.996,0.000,,26,36,,
T,2024-11-19 12:33:53,53.97195436,-7.35542823,3.99,85.292,56.996,0.000,,27,36,,
T,2024-11-19 12:33:54,53.97195018,-7.35543323,3.97,85.432,56.996,0.000,,27,36,,
T,2024-11-19 12:33:55,53.97194440,-7.35543339,3.88,85.054,56.996,0.000,,27,36,,
T,2024-11-19 12:33:56,53.97194176,-7.35543547,3.80,84.474,56.996,0.000,,27,36,,
T,2024-11-19 12:33:57,53.97190279,-7.35543658,3.79,83.114,56.996,2.200,189,27,36,,
T,2024-11-19 12:33:58,53.97188760,-7.35544247,3.79,81.567,56.996,1.530,184,27,36,,
T,2024-11-19 12:33:59,53.97187171,-7.35544139,3.79,81.147,56.996,1.280,180,27,36,,
T,2024-11-19 12:34:00,53.97184887,-7.35544768,3.79,82.487,56.996,1.420,187,27,36,,
T,2024-11-19 12:34:01,53.97182954,-7.35544811,3.79,82.833,56.996,1.500,191,27,36,,
T,2024-11-19 12:34:02,53.97181797,-7.35545855,3.79,84.298,56.996,1.460,191,27,35,,
T,2024-11-19 12:34:03,53.97180686,-7.35546476,3.79,84.096,56.996,1.340,188,27,36,,
T,2024-11-19 12:34:04,53.97178833,-7.35548009,4.22,85.741,56.996,1.290,196,26,36,,
T,2024-11-19 12:34:05,53.97176885,-7.35548030,10.21,86.646,56.996,1.770,182,26,36,,
T,2024-11-19 12:34:06,53.97177117,-7.35547394,9.94,86.171,56.996,0.000,,27,36,,
T,2024-11-19 12:34:07,53.97176515,-7.35547560,9.94,85.555,56.996,0.000,,22,36,,
T,2024-11-19 12:34:08,53.97176070,-7.35547521,9.94,85.311,56.996,0.000,,25,36,,
T,2024-11-19 12:34:09,53.97175424,-7.35547192,9.94,85.787,56.996,0.000,,25,36,,
T,2024-11-19 12:34:10,53.97174639,-7.35547061,9.94,85.472,56.996,0.000,,27,36,,
T,2024-11-19 12:34:11,53.97174143,-7.35546913,9.94,85.268,56.996,0.000,,27,36,,
T,2024-11-19 12:34:12,53.97173618,-7.35546888,9.94,84.874,56.996,0.000,,27,36,,
T,2024-11-19 12:34:13,53.97173253,-7.35546760,9.94,84.475,56.996,0.000,,26,36,,
T,2024-11-19 12:34:14,53.97172793,-7.35546842,9.94,84.143,56.996,0.000,,26,36,,
T,2024-11-19 12:34:15,53.97172588,-7.35546992,9.94,84.321,56.996,0.000,,26,36,,
T,2024-11-19 12:34:16,53.97172194,-7.35547033,9.94,84.678,56.996,0.000,,27,36,,
T,2024-11-19 12:34:17,53.97166854,-7.35546373,9.94,85.242,56.996,2.750,184,26,36,,
T,2024-11-19 12:34:18,53.97163488,-7.35545190,9.94,85.817,56.996,1.620,175,25,36,,
T,2024-11-19 12:34:19,53.97159770,-7.35545281,9.94,87.860,56.996,1.930,178,26,36,,
T,2024-11-19 12:34:20,53.97157691,-7.35545502,9.94,86.563,56.996,1.890,181,26,36,,
T,2024-11-19 12:34:21,53.97155935,-7.35548314,10.14,88.565,56.996,1.630,205,25,36,,
T,2024-11-19 12:34:22,53.97155304,-7.35547680,9.94,86.484,56.996,1.140,166,19,36,,
T,2024-11-19 12:34:23,53.97154226,-7.35548221,3.79,84.845,56.996,1.360,181,19,36,,
T,2024-11-19 12:34:24,53.97153255,-7.35548390,3.79,85.154,56.996,1.160,181,26,36,,
T,2024-11-19 12:34:25,53.97151973,-7.35548196,3.79,84.844,56.996,1.480,181,26,36,,
T,2024-11-19 12:34:26,53.97150046,-7.35548095,3.83,85.686,56.996,1.870,177,26,36,,
T,2024-11-19 12:34:27,53.97148343,-7.35547809,4.37,86.010,56.996,1.620,177,26,36,,
T,2024-11-19 12:34:28,53.97146982,-7.35546776,4.53,84.650,56.996,1.510,165,26,36,,
T,2024-11-19 12:34:29,53.97145831,-7.35545780,4.37,84.658,56.996,1.390,162,25,36,,
T,2024-11-19 12:34:30,53.97146320,-7.35549771,6.45,83.461,56.996,0.660,139,24,36,,
T,2024-11-19 12:34:31,53.97142985,-7.35548512,7.27,82.131,56.996,1.420,191,24,36,,
T,2024-11-19 12:34:32,53.97143236,-7.35548580,5.03,82.630,56.996,0.000,,26,36,,
T,2024-11-19 12:34:33,53.97142666,-7.35548727,4.84,83.686,56.996,0.000,,16,36,,
T,2024-11-19 12:34:34,53.97142006,-7.35549423,4.62,83.862,56.996,0.000,,17,36,,
T,2024-11-19 12:34:35,53.97141322,-7.35549380,4.45,84.214,56.996,0.000,,23,36,,
T,2024-11-19 12:34:36,53.97140356,-7.35549913,4.42,85.298,56.996,0.000,,23,36,,
T,2024-11-19 12:34:37,53.97139837,-7.35550238,4.38,85.760,56.996,0.000,,24,36,,
T,2024-11-19 12:34:38,53.97139741,-7.35550160,4.28,85.319,56.996,0.000,,24,36,,
T,2024-11-19 12:34:39,53.97139562,-7.35549944,4.27,85.140,56.996,0.000,,26,36,,
T,2024-11-19 12:34:40,53.97139226,-7.35549396,4.50,84.759,56.996,0.000,,25,36,,
T,2024-11-19 12:34:41,53.97138642,-7.35548874,4.77,85.008,56.996,0.000,,23,36,,
T,2024-11-19 12:34:42,53.97138394,-7.35548729,5.19,85.183,56.996,0.000,,25,36,,
T,2024-11-19 12:34:43,53.97138220,-7.35548722,5.06,85.182,56.996,0.000,,26,36,,
T,2024-11-19 12:34:44,53.97138170,-7.35548797,4.82,85.047,56.996,0.000,,23,36,,
T,2024-11-19 12:34:45,53.97138126,-7.35548864,4.81,85.026,56.996,0.000,,22,36,,
T,2024-11-19 12:34:46,53.97138086,-7.35548969,5.03,84.901,56.996,0.000,,22,36,,
T,2024-11-19 12:34:47,53.97138086,-7.35549041,5.36,84.864,56.996,0.000,,21,35,,
T,2024-11-19 12:34:48,53.97137995,-7.35549011,5.81,85.015,56.996,0.000,,22,36,,
T,2024-11-19 12:34:49,53.97137947,-7.35549132,6.36,84.973,56.996,0.000,,22,36,,
T,2024-11-19 12:34:50,53.97130850,-7.35548968,5.01,84.666,56.996,2.130,189,17,36,,
T,2024-11-19 12:34:51,53.97126159,-7.35553134,4.99,86.356,56.996,1.740,196,16,36,,
T,2024-11-19 12:34:52,53.97122773,-7.35551989,4.98,86.807,56.996,2.190,179,16,36,,
T,2024-11-19 12:34:53,53.97118118,-7.35553147,5.18,88.002,56.996,2.940,186,16,36,,
T,2024-11-19 12:34:54,53.97116981,-7.35547200,6.03,89.197,56.996,2.330,148,15,36,,
T,2024-11-19 12:34:55,53.97114373,-7.35549598,6.57,89.865,56.996,2.490,189,14,36,,
T,2024-11-19 12:34:56,53.97112065,-7.35553846,4.53,90.017,56.996,2.460,212,16,36,,
T,2024-11-19 12:34:57,53.97110416,-7.35558153,4.55,88.621,56.996,2.300,225,17,36,,
T,2024-11-19 12:34:58,53.97108986,-7.35561704,4.68,88.166,56.996,2.200,222,17,36,,
T,2024-11-19 12:34:59,53.97107068,-7.35565667,5.84,86.067,56.996,2.960,222,17,36,,
T,2024-11-19 12:35:00,53.97105139,-7.35568512,6.72,85.316,56.996,2.450,218,17,36,,
T,2024-11-19 12:35:01,53.97103592,-7.35568756,6.74,87.426,56.996,1.760,202,17,36,,
T,2024-11-19 12:35:02,53.97102304,-7.35567137,7.60,87.706,56.996,1.680,180,17,35,,
T,2024-11-19 12:35:03,53.97100877,-7.35565108,7.84,89.032,56.996,1.600,170,17,36,,
T,2024-11-19 12:35:04,53.97099795,-7.35566273,7.73,88.400,56.996,1.770,204,17,36,,
T,2024-11-19 12:35:05,53.97099275,-7.35568847,7.39,87.224,56.996,1.690,227,24,36,,
T,2024-11-19 12:35:06,53.97099338,-7.35568218,6.69,86.473,56.996,0.630,199,24,36,,
T,2024-11-19 12:35:07,53.97098835,-7.35568140,5.63,85.778,56.996,1.370,199,25,36,,
T,2024-11-19 12:35:08,53.97097499,-7.35567711,5.54,87.356,56.996,1.240,187,25,36,,
T,2024-11-19 12:35:09,53.97095796,-7.35567492,4.65,88.585,56.996,1.690,182,26,36,,
T,2024-11-19 12:35:10,53.97095002,-7.35567117,4.36,88.758,56.996,1.370,3,26,36,,
T,2024-11-19 12:35:11,53.97095572,-7.35567413,4.65,88.757,56.996,1.350,358,23,36,,
T,2024-11-19 12:35:12,53.97095644,-7.35567367,4.16,86.880,56.996,1.680,355,19,36,,
T,2024-11-19 12:35:13,53.97095211,-7.35566570,4.07,86.934,56.996,1.810,355,19,36,,
T,2024-11-19 12:35:14,53.97094330,-7.35566669,3.98,86.803,56.996,1.670,355,18,36,,
T,2024-11-19 12:35:15,53.97093239,-7.35566930,4.20,87.899,56.996,1.640,1,19,36,,
T,2024-11-19 12:35:16,53.97092116,-7.35567472,4.40,87.112,56.996,1.200,357,19,36,,
T,2024-11-19 12:35:17,53.97091133,-7.35567872,4.36,86.489,56.996,0.940,358,19,36,,
T,2024-11-19 12:35:18,53.97089061,-7.35569359,3.79,85.266,56.996,1.300,200,19,36,,
T,2024-11-19 12:35:19,53.97086951,-7.35570409,3.79,85.887,56.996,1.360,203,19,36,,
T,2024-11-19 12:35:20,53.97084976,-7.35571355,4.08,86.268,56.996,1.520,203,19,36,,
T,2024-11-19 12:35:21,53.97083159,-7.35571974,3.79,86.475,56.995,1.580,195,19,36,,
T,2024-11-19 12:35:22,53.97081611,-7.35572606,3.79,86.610,56.995,1.440,192,19,36,,
T,2024-11-19 12:35:23,53.97079948,-7.35572796,3.79,86.811,56.995,1.440,186,19,36,,
T,2024-11-19 12:35:24,53.97078418,-7.35572942,3.79,86.030,56.995,1.420,185,19,36,,
T,2024-11-19 12:35:25,53.97076757,-7.35573216,9.94,86.677,56.995,1.420,187,19,36,,
T,2024-11-19 12:35:26,53.97075397,-7.35573444,9.94,86.421,56.995,1.390,188,19,36,,
T,2024-11-19 12:35:27,53.97074230,-7.35573976,9.94,86.131,56.995,1.370,190,19,36,,
T,2024-11-19 12:35:28,53.97073085,-7.35574422,9.94,86.385,56.995,1.370,195,20,36,,
T,2024-11-19 12:35:29,53.97071716,-7.35574573,9.94,86.306,56.995,1.380,191,20,36,,
T,2024-11-19 12:35:30,53.97070356,-7.35574969,9.94,86.760,56.995,1.380,194,20,36,,
T,2024-11-19 12:35:31,53.97064920,-7.35578350,10.95,89.817,56.995,1.300,192,20,36,,
T,2024-11-19 12:35:32,53.97064751,-7.35579248,10.23,88.415,56.995,1.070,201,20,36,,
T,2024-11-19 12:35:33,53.97065906,-7.35576708,9.94,88.672,56.995,0.000,,20,36,,
T,2024-11-19 12:35:34,53.97066047,-7.35576656,9.94,88.846,56.995,0.000,,19,36,,
T,2024-11-19 12:35:35,53.97065899,-7.35576207,9.94,88.993,56.995,0.000,,20,36,,
T,2024-11-19 12:35:36,53.97065696,-7.35576291,9.94,88.873,56.995,0.000,,20,36,,
T,2024-11-19 12:35:37,53.97065207,-7.35575963,9.94,88.944,56.995,0.000,,20,36,,
T,2024-11-19 12:35:38,53.97064875,-7.35575990,9.94,89.151,56.995,0.000,,20,36,,
T,2024-11-19 12:35:39,53.97064241,-7.35576128,9.94,89.517,56.995,0.000,,20,36,,
T,2024-11-19 12:35:40,53.97063900,-7.35576116,9.95,89.572,56.995,0.000,,20,36,,
T,2024-11-19 12:35:41,53.97063450,-7.35576200,10.07,89.771,56.995,0.000,,20,36,,
T,2024-11-19 12:35:42,53.97062926,-7.35575859,10.39,89.909,56.995,0.000,,20,36,,
T,2024-11-19 12:35:43,53.97062703,-7.35575799,10.61,89.784,56.995,0.000,,20,36,,
T,2024-11-19 12:35:44,53.97060612,-7.35575016,10.39,89.478,56.995,2.190,188,20,36,,
T,2024-11-19 12:35:45,53.97056639,-7.35578175,9.99,90.241,56.995,1.390,192,20,36,,
T,2024-11-19 12:35:46,53.97054220,-7.35579594,9.94,89.212,56.995,1.370,204,20,36,,
T,2024-11-19 12:35:47,53.97052333,-7.35579786,9.94,89.716,56.995,1.420,185,20,36,,
T,2024-11-19 12:35:48,53.97051578,-7.35583332,9.94,86.707,56.995,2.170,249,20,36,,
T,2024-11-19 12:35:49,53.97050802,-7.35584557,10.06,87.309,56.995,1.760,349,20,36,,
T,2024-11-19 12:35:50,53.97049484,-7.35585192,9.94,88.872,56.995,1.650,187,20,36,,
T,2024-11-19 12:35:51,53.97047696,-7.35586405,9.94,88.172,56.995,1.420,194,27,36,,
T,2024-11-19 12:35:52,53.97046199,-7.35587169,9.94,88.416,56.995,1.380,187,27,36,,
T,2024-11-19 12:35:53,53.97044831,-7.35587744,9.94,88.041,56.995,1.330,187,27,36,,
T,2024-11-19 12:35:54,53.97043573,-7.35588572,9.94,88.056,56.995,1.220,191,27,36,,
T,2024-11-19 12:35:55,53.97042285,-7.35589053,3.79,87.526,56.995,1.320,180,27,36,,
T,2024-11-19 12:35:56,53.97041064,-7.35589109,3.79,87.510,56.995,1.240,173,27,36,,
T,2024-11-19 12:35:57,53.97040165,-7.35588689,3.79,87.885,56.995,0.960,163,27,36,,
T,2024-11-19 12:35:58,53.97039676,-7.35588138,3.79,87.954,56.995,0.610,187,27,36,,
T,2024-11-19 12:35:59,53.97039121,-7.35587049,3.79,87.958,56.995,1.000,131,27,36,,
T,2024-11-19 12:36:00,53.97038701,-7.35585585,3.79,87.604,56.995,1.060,121,27,36,,
T,2024-11-19 12:36:01,53.97038259,-7.35584257,3.79,88.050,56.995,1.020,123,27,36,,
T,2024-11-19 12:36:02,53.97037929,-7.35583166,3.79,87.906,56.995,0.880,125,27,36,,
T,2024-11-19 12:36:03,53.97037758,-7.35582107,3.79,88.223,56.995,0.950,111,27,36,,
T,2024-11-19 12:36:04,53.97037368,-7.35580570,3.79,88.203,56.995,1.130,113,27,36,,
T,2024-11-19 12:36:05,53.97036981,-7.35578904,3.79,88.454,56.995,1.150,108,27,36,,
T,2024-11-19 12:36:06,53.97036612,-7.35577327,3.79,88.817,56.995,1.050,110,27,36,,
T,2024-11-19 12:36:07,53.97036177,-7.35575425,3.79,88.432,56.995,1.120,115,27,36,,
T,2024-11-19 12:36:08,53.97036030,-7.35573567,3.79,88.157,56.995,1.010,98,27,36,,
T,2024-11-19 12:36:09,53.97036004,-7.35571835,3.79,88.257,56.995,1.030,91,27,36,,
T,2024-11-19 12:36:10,53.97036245,-7.35570050,3.79,87.827,56.995,1.110,77,27,36,,
T,2024-11-19 12:36:11,53.97036336,-7.35568055,3.79,87.918,56.995,1.190,90,27,36,,
T,2024-11-19 12:36:12,53.97036470,-7.35566406,3.79,88.002,56.995,0.990,82,27,36,,
T,2024-11-19 12:36:13,53.97036506,-7.35564824,3.79,87.937,56.995,1.050,85,27,36,,
T,2024-11-19 12:36:14,53.97036771,-7.35562997,3.79,88.010,56.995,1.060,78,27,36,,
T,2024-11-19 12:36:15,53.97037180,-7.35561060,3.79,87.948,56.995,1.080,68,27,36,,
T,2024-11-19 12:36:16,53.97037295,-7.35559042,3.79,88.381,56.995,1.240,85,26,36,,
T,2024-11-19 12:36:17,53.97037375,-7.35556969,3.79,88.478,56.995,1.280,83,26,36,,
T,2024-11-19 12:36:18,53.97037611,-7.35555262,3.79,88.243,56.995,1.090,81,26,36,,
T,2024-11-19 12:36:19,53.97037615,-7.35553267,3.79,88.276,56.995,1.220,88,27,36,,
T,2024-11-19 12:36:20,53.97037672,-7.35551398,3.79,88.210,56.995,1.190,87,27,36,,
T,2024-11-19 12:36:21,53.97037739,-7.35549474,3.79,88.169,56.995,1.190,87,27,36,,
T,2024-11-19 12:36:22,53.97037827,-7.35547424,3.79,88.237,56.995,1.270,82,27,36,,
T,2024-11-19 12:36:23,53.97037890,-7.35545502,3.79,88.143,56.995,1.210,81,27,36,,
T,2024-11-19 12:36:24,53.97038013,-7.35543668,3.79,87.911,56.995,1.120,77,27,36,,
T,2024-11-19 12:36:25,53.97037989,-7.35541651,3.79,87.808,56.995,1.140,83,26,36,,
T,2024-11-19 12:36:26,53.97037813,-7.35539526,3.79,87.961,56.995,1.280,87,26,36,,
T,2024-11-19 12:36:27,53.97037693,-7.35537470,3.79,87.597,56.995,1.210,86,26,36,,
T,2024-11-19 12:36:28,53.97038008,-7.35535590,3.79,87.441,56.995,1.280,58,26,36,,
T,2024-11-19 12:36:29,53.97037925,-7.35533512,3.79,87.369,56.995,1.330,87,26,36,,
T,2024-11-19 12:36:30,53.97037784,-7.35531661,3.79,87.377,56.995,1.210,91,27,36,,
T,2024-11-19 12:36:31,53.97037746,-7.35529899,3.79,87.353,56.995,1.180,89,27,36,,
T,2024-11-19 12:36:32,53.97037634,-7.35528156,3.79,87.647,56.995,1.200,98,27,36,,
T,2024-11-19 12:36:33,53.97037561,-7.35526069,3.79,87.772,56.995,1.200,96,27,36,,
T,2024-11-19 12:36:34,53.97037594,-7.35523901,3.79,87.716,56.995,1.190,88,27,36,,
T,2024-11-19 12:36:35,53.97037647,-7.35521565,3.79,87.731,56.995,1.220,92,27,36,,
T,2024-11-19 12:36:36,53.97037816,-7.35519450,3.79,87.401,56.995,1.160,83,27,36,,
T,2024-11-19 12:36:37,53.97038005,-7.35517767,3.79,87.325,56.995,1.030,82,27,36,,
T,2024-11-19 12:36:38,53.97038321,-7.35515736,3.79,87.758,56.995,1.190,82,27,36,,
T,2024-11-19 12:36:39,53.97038658,-7.35513763,3.79,87.734,56.995,1.100,77,27,36,,
T,2024-11-19 12:36:40,53.97038838,-7.35511519,3.79,87.752,56.995,1.290,82,27,36,,
T,2024-11-19 12:36:41,53.97038954,-7.35509505,3.79,87.805,56.995,1.180,84,27,36,,
T,2024-11-19 12:36:42,53.97039125,-7.35507330,3.79,87.862,56.995,1.250,85,27,36,,
T,2024-11-19 12:36:43,53.97039144,-7.35505447,3.79,87.953,56.995,1.190,95,27,36,,
T,2024-11-19 12:36:44,53.97039247,-7.35503339,3.79,87.753,56.995,1.210,89,27,36,,
T,2024-11-19 12:36:45,53.97039306,-7.35501319,3.79,87.905,56.995,1.230,86,27,36,,
T,2024-11-19 12:36:46,53.97039449,-7.35499362,3.79,88.866,56.995,1.270,80,27,36,,
T,2024-11-19 12:36:47,53.97039584,-7.35497522,3.79,88.441,56.995,1.190,83,26,36,,
T,2024-11-19 12:36:48,53.97039843,-7.35495699,3.79,88.200,56.995,1.070,82,26,36,,
T,2024-11-19 12:36:49,53.97039911,-7.35493721,3.79,87.992,56.995,1.200,88,26,36,,
T,2024-11-19 12:36:50,53.97040073,-7.35491601,3.79,88.173,56.995,1.290,84,26,36,,
T,2024-11-19 12:36:51,53.97040363,-7.35489561,3.79,88.407,56.995,1.200,85,27,36,,
T,2024-11-19 12:36:52,53.97040377,-7.35487747,3.79,88.484,56.995,1.120,87,27,36,,
T,2024-11-19 12:36:53,53.97040297,-7.35485927,3.79,88.747,56.995,1.130,89,27,36,,
T,2024-11-19 12:36:54,53.97040270,-7.35484107,3.79,88.898,56.995,1.160,89,27,36,,
T,2024-11-19 12:36:55,53.97040413,-7.35482264,3.79,88.862,56.995,1.180,83,27,36,,
T,2024-11-19 12:36:56,53.97040630,-7.35480450,3.79,88.678,56.995,1.180,82,27,36,,
T,2024-11-19 12:36:57,53.97040812,-7.35478598,3.79,88.494,56.995,1.220,88,27,36,,
T,2024-11-19 12:36:58,53.97041040,-7.35476839,3.79,88.677,56.995,1.190,82,27,36,,
T,2024-11-19 12:36:59,53.97041096,-7.35475057,3.79,88.835,56.995,1.240,91,27,36,,
T,2024-11-19 12:37:00,53.97041181,-7.35473227,3.79,88.922,56.995,1.200,86,25,36,,
T,2024-11-19 12:37:01,53.97041200,-7.35471417,3.79,89.172,56.995,1.240,93,25,36,,
T,2024-11-19 12:37:02,53.97041314,-7.35469272,3.79,89.157,56.995,1.250,86,26,36,,
T,2024-11-19 12:37:03,53.97041440,-7.35467215,3.79,89.220,56.995,1.250,92,26,36,,
T,2024-11-19 12:37:04,53.97041799,-7.35465404,3.79,88.981,56.995,1.200,74,26,36,,
T,2024-11-19 12:37:05,53.97041864,-7.35463583,3.79,88.760,56.995,1.180,89,26,36,,
T,2024-11-19 12:37:06,53.97041910,-7.35461715,3.79,89.078,56.995,1.270,86,26,36,,
T,2024-11-19 12:37:07,53.97041892,-7.35459652,3.79,89.425,56.995,1.340,93,26,36,,
T,2024-11-19 12:37:08,53.97041948,-7.35457675,3.79,89.218,56.994,1.220,90,25,36,,
T,2024-11-19 12:37:09,53.97042018,-7.35455590,3.79,89.698,56.994,1.260,88,25,36,,
T,2024-11-19 12:37:10,53.97042085,-7.35453590,3.79,89.311,56.994,1.220,88,24,36,,
T,2024-11-19 12:37:11,53.97042270,-7.35451896,3.79,89.055,56.994,1.120,69,26,36,,
T,2024-11-19 12:37:12,53.97042420,-7.35450016,3.79,88.771,56.994,1.130,68,26,36,,
T,2024-11-19 12:37:13,53.97042213,-7.35447850,3.79,89.275,56.994,1.310,89,27,36,,
